id,name,network_level,source,lat,lon,coord_source,coord_quality,voltage_in_kv,voltage_out_kv,voltage_levels,voltage_source,capacity_available_mw,capacity_reserved_mw,capacity_total_mw,operator,commune,departement,region,function,substation_type,osm_id,osm_match_score,osm_match_distance_m,source_id,code_insee,capacity_source,last_updated,notes
RTE_ZP.HE,P.HER / GORGE VOREP 1,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Isère,,Point de piquage,,,,,ZP.HE,,MISSING,2025-12-13T03:11:38.853723,
RTE_ZPIRO,PIQUAGE A LA PIROTAIS,TX,RTE_ODRE,,,MISSING,MISSING,,,HORS TENSION,OFFICIAL,,,,RTE,,Côtes-d'Armor,,Point de piquage,,,,,ZPIRO,,MISSING,2025-12-13T03:11:38.853728,
RTE_ZPRA6,PIQUAGE A VANNES (PRAT),TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Morbihan,,Point de piquage,,,,,ZPRA6,,MISSING,2025-12-13T03:11:38.853731,
RTE_ZSCAE,PIQUAGE A SCAER,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Finistère,,Point de piquage,,,,,ZSCAE,,MISSING,2025-12-13T03:11:38.853735,
RTE_ZSERM,PIQUAGE A LA SERMONNERIE,TX,RTE_ODRE,,,MISSING,MISSING,90.0,,90kV,OFFICIAL,,,,RTE,,Maine-et-Loire,,Point de piquage,,,,,ZSERM,,MISSING,2025-12-13T03:11:38.853738,
RTE_ZSSG6,PIQUAGE ST GENIEZ (LIAISON MAURIZ41TALAM),TX,RTE_ODRE,,,MISSING,MISSING,90.0,,90kV,OFFICIAL,,,,RTE,,Corrèze,,Point de piquage,,,,,ZSSG6,,MISSING,2025-12-13T03:11:38.853741,
RTE_ZTERR,TERRE / C.GEA RIVIE 1,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Loire,,Point de piquage,,,,,ZTERR,,MISSING,2025-12-13T03:11:38.853744,
RTE_ZTREB,PIQUAGE TREBAS (LIAISON CROUXZ31REQUI),TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Tarn,,Point de piquage,,,,,ZTREB,,MISSING,2025-12-13T03:11:38.853748,
RTE_ZVLEN,PIQUAGE A VILLENOY,TX,RTE_ODRE,48.9379367,2.8629963,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Seine-et-Marne,,Point de piquage,traction,way_116647311,0.9,,ZVLEN,,MISSING,2025-12-13T03:11:38.853751,
RTE_LANE6,LANEUVELOTTE,TX,RTE_ODRE,48.7030439,6.2890878,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Meurthe-et-Moselle,,Poste de transformation,industrial,way_491655533,0.9,,LANE6,,MISSING,2025-12-13T03:11:38.853755,
RTE_COUSL,COUSLIET,TX,RTE_ODRE,,,MISSING,MISSING,400.0,,400kV,OFFICIAL,,,,RTE,,Pas-de-Calais,,Poste de transformation,,,,,COUSL,,MISSING,2025-12-13T03:11:38.853758,
RTE_DARCE,DARCEY,TX,RTE_ODRE,47.5643766,4.5553207,OSM,EXACT,225.0,,225kV,OFFICIAL,,,,RTE,,Côte-d'Or,,Poste de transformation,transmission,way_467799728,1.0,,DARCE,,MISSING,2025-12-13T03:11:38.853761,
RTE_ZNEG5,PIQUAGE A NEGREPELISSE,TX,RTE_ODRE,44.0508133,1.5118501,OSM,EXACT,225.0,,225kV,OFFICIAL,,,,RTE,,Tarn-et-Garonne,,Point de piquage,distribution,way_1236930242,0.9,,ZNEG5,,MISSING,2025-12-13T03:11:38.853765,
RTE_ETREZ,ETREZ,TX,RTE_ODRE,46.340158,5.2184344,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Ain,,Poste de transformation,industrial,way_490505464,0.9,,ETREZ,,MISSING,2025-12-13T03:11:38.853768,
RTE_COULI,COULINIERE (LA),TX,RTE_ODRE,49.2607196,1.1889327,OSM,EXACT,90.0,,90kV,OFFICIAL,,,,RTE,,Eure,,Poste de transformation,,way_589696024,0.9,,COULI,,MISSING,2025-12-13T03:11:38.853771,
RTE_M.PIN,MONT-PINSON,TX,RTE_ODRE,49.4534647,4.4383805,OSM,EXACT,90.0,,90kV,OFFICIAL,,,,RTE,,Ardennes,,Poste de transformation,distribution,way_721863696,1.0,,M.PIN,,MISSING,2025-12-13T03:11:38.853775,
RTE_ZSSPL,PIQUAGE A STE-CROIX-EN-PLAINE,TX,RTE_ODRE,44.7142986,1.1431508,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Haut-Rhin,,Point de piquage,minor_distribution,node_5769056350,0.9,,ZSSPL,,MISSING,2025-12-13T03:11:38.853778,
RTE_ZGERB,GERBA / LORIO MOUR5 1,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Ardèche,,Point de piquage,,,,,ZGERB,,MISSING,2025-12-13T03:11:38.853784,
RTE_F.GOS,FOND GOSSON,TX,RTE_ODRE,,,MISSING,MISSING,225.0,,225kV,OFFICIAL,,,,RTE,,Pas-de-Calais,,Poste de transformation,,,,,F.GOS,,MISSING,2025-12-13T03:11:38.853787,
RTE_CHAB7,CHABROL,TX,RTE_ODRE,,,MISSING,MISSING,225.0,,225kV,OFFICIAL,,,,RTE,,Hauts-de-Seine,,Poste de transformation,,,,,CHAB7,,MISSING,2025-12-13T03:11:38.853791,
RTE_TACON,TACONNET,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Meurthe-et-Moselle,,Poste de transformation,,,,,TACON,,MISSING,2025-12-13T03:11:38.853794,
RTE_ZSSTE,PIQUAGE  A SAINT-MARTIN-DU-TERTRE,TX,RTE_ODRE,45.1684803,4.4157859,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Yonne,,Point de piquage,minor_distribution,node_5770405663,0.9,,ZSSTE,,MISSING,2025-12-13T03:11:38.853797,
RTE_VLEGA,VILLEGATS,TX,RTE_ODRE,45.9906499,0.1987781,OSM,EXACT,90.0,,90kV,OFFICIAL,,,,RTE,,Charente,,Poste de transformation,,way_986801989,1.0,,VLEGA,,MISSING,2025-12-13T03:11:38.853801,
RTE_MERZH,MERZHER (AR),TX,RTE_ODRE,,,MISSING,MISSING,,,COURANT CONTINU,OFFICIAL,,,,RTE,,Finistère,,Poste de transformation,,,,,MERZH,,MISSING,2025-12-13T03:11:38.853804,
RTE_BENAU,BENAUGE,TX,RTE_ODRE,44.837697,-0.5471214,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Gironde,,Poste de transformation,,way_818615620,1.0,,BENAU,,MISSING,2025-12-13T03:11:38.853808,
RTE_ZBAR7,PIQUAGE A BARBERIE (LA),TX,RTE_ODRE,,,MISSING,MISSING,90.0,,90kV,OFFICIAL,,,,RTE,,Ille-et-Vilaine,,Point de piquage,,,,,ZBAR7,,MISSING,2025-12-13T03:11:38.853811,
RTE_CHEV8,CHEVENE,TX,RTE_ODRE,45.9017856,6.1122015,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Haute-Savoie,,Poste de transformation,transmission,way_227956655,1.0,,CHEV8,,MISSING,2025-12-13T03:11:38.853815,
RTE_ZG.HA,PIQUAGE A GERBECOURT ET HAPLEMONT,TX,RTE_ODRE,,,MISSING,MISSING,225.0,,225kV,OFFICIAL,,,,RTE,,Meurthe-et-Moselle,,Point de piquage,,,,,ZG.HA,,MISSING,2025-12-13T03:11:38.853818,
RTE_1B.E6,BELLE-ETOILE (STATION D EPURATION),TX,RTE_ODRE,45.6915943,4.8461392,OSM,EXACT,45.0,,<45kV,OFFICIAL,,,,RTE,,Rhône,,Poste de transformation,transmission,way_135538662,1.0,,1B.E6,,MISSING,2025-12-13T03:11:38.853821,
RTE_1SSF5,ST-FONS /BELLE-ETOILE 10K,TX,RTE_ODRE,45.6915943,4.8461392,OSM,EXACT,45.0,,<45kV,OFFICIAL,,,,RTE,,Rhône,,Poste de transformation,transmission,way_135538662,0.9,,1SSF5,,MISSING,2025-12-13T03:11:38.853825,
RTE_ALLOU,ALLOUIS,TX,RTE_ODRE,,,MISSING,MISSING,90.0,,90kV,OFFICIAL,,,,RTE,,Cher,,Poste de transformation,,,,,ALLOU,,MISSING,2025-12-13T03:11:38.853828,
RTE_ALTEN,ALTENSTADT,TX,RTE_ODRE,50.2760906,8.965158,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Bas-Rhin,,Poste de transformation,distribution,way_332073533,1.0,,ALTEN,,MISSING,2025-12-13T03:11:38.853835,
RTE_ANGEL,ANGELIQUE,TX,RTE_ODRE,,,MISSING,MISSING,90.0,,90kV,OFFICIAL,,,,RTE,,Loiret,,Poste de transformation,,,,,ANGEL,,MISSING,2025-12-13T03:11:38.853838,
RTE_ARDO5,ARDOINES,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Val-de-Marne,,Poste de transformation,,,,,ARDO5,,MISSING,2025-12-13T03:11:38.853841,
RTE_AVIGN,AVIGNON (POSTE),TX,RTE_ODRE,47.8995455,1.903639,OSM,EXACT,225.0,,225kV,OFFICIAL,,,,RTE,,Gard,,Poste de transformation,minor_distribution,way_113997396,1.0,,AVIGN,,MISSING,2025-12-13T03:11:38.853845,
RTE_B.CAR,BROC-CARROS (LE),TX,RTE_ODRE,43.8031844,7.1915688,OSM,EXACT,400.0,,400kV,OFFICIAL,,,,RTE,,Alpes-Maritimes,,Poste de transformation,transmission,way_90842395,1.0,,B.CAR,,MISSING,2025-12-13T03:11:38.853848,
RTE_BARP,BARP (LE),TX,RTE_ODRE,44.6366299,-0.7854961,OSM,EXACT,225.0,,225kV,OFFICIAL,,,,RTE,,Gironde,,Poste de transformation,industrial,way_299862996,0.9,,BARP,,MISSING,2025-12-13T03:11:38.853851,
RTE_BOUVE,BOUVESSE,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Isère,,Poste de transformation,,,,,BOUVE,,MISSING,2025-12-13T03:11:38.853854,
RTE_BRABO,BRABOIS,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Meurthe-et-Moselle,,Poste de transformation,,,,,BRABO,,MISSING,2025-12-13T03:11:38.853858,
RTE_BRIEC,BRIEC,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Finistère,,Poste de transformation,,,,,BRIEC,,MISSING,2025-12-13T03:11:38.853861,
RTE_BRUNE,BRUNET,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Var,,Poste de transformation,,,,,BRUNE,,MISSING,2025-12-13T03:11:38.853864,
RTE_BXREP,BEAUREPAIRE,TX,RTE_ODRE,48.8893398,2.408401,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Drôme,,Poste de transformation,minor_distribution,node_7182605748,1.0,,BXREP,,MISSING,2025-12-13T03:11:38.853868,
RTE_CADER,CADEROUSSE,TX,RTE_ODRE,44.0947233,4.7215464,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Gard,,Poste de transformation,transmission,way_47860669,1.0,,CADER,,MISSING,2025-12-13T03:11:38.853884,
RTE_CAIL,CAIL,TX,RTE_ODRE,,,MISSING,MISSING,150.0,,150kV,OFFICIAL,,,,RTE,,Nord,,Poste de transformation,,,,,CAIL,,MISSING,2025-12-13T03:11:38.853888,
RTE_CERON,CERONS,TX,RTE_ODRE,44.6409431,-0.3473901,OSM,EXACT,63.0,,63kV,OFFICIAL,,,,RTE,,Gironde,,Poste de transformation,traction,way_148992490,1.0,,CERON,,MISSING,2025-12-13T03:11:38.853891,
RTE_CHALO,CHALON,TX,RTE_ODRE,46.7629917,4.8610856,OSM,EXACT,225.0,,225kV,OFFICIAL,,,,RTE,,Saône-et-Loire,,Poste de transformation,transmission,way_122568639,1.0,,CHALO,,MISSING,2025-12-13T03:11:38.853895,
RTE_CHERR,CHERRE,TX,RTE_ODRE,,,MISSING,MISSING,90.0,,90kV,OFFICIAL,,,,RTE,,Sarthe,,Poste de transformation,,,,,CHERR,,MISSING,2025-12-13T03:11:38.853900,
RTE_CONTE,CONTES,TX,RTE_ODRE,,,MISSING,MISSING,63.0,,63kV,OFFICIAL,,,,RTE,,Alpes-Maritimes,,Poste de transformation,,,,,CONTE,,MISSING,2025-12-13T03:11:38.853904,
RTE_CONVE,CONVENTION,TX,RTE_ODRE,48.8377225,2.2958839,OSM,EXACT,225.0,,225kV,OFFICIAL,,,,RTE,,Hauts-de-Seine,,Poste de transformation,distribution,way_53727352,1.0,,CONVE,,MISSING,2025-12-13T03:11:38.853907,
